AppID,Windows,Mac,Linux
6040,TRUE,TRUE,FALSE
6060,TRUE,FALSE,FALSE
6080,TRUE,FALSE,FALSE
6090,TRUE,FALSE,FALSE
6120,TRUE,TRUE,TRUE
6129,TRUE,TRUE,TRUE
6200,TRUE,FALSE,FALSE
6210,TRUE,FALSE,FALSE
6220,TRUE,FALSE,FALSE
6250,TRUE,FALSE,FALSE
6270,TRUE,FALSE,FALSE
6300,TRUE,FALSE,FALSE
6310,TRUE,FALSE,FALSE
6370,TRUE,FALSE,FALSE
6400,TRUE,FALSE,FALSE
6420,TRUE,FALSE,FALSE
6510,TRUE,FALSE,FALSE
6550,TRUE,FALSE,FALSE
6600,TRUE,FALSE,FALSE
6800,TRUE,FALSE,FALSE
6810,TRUE,FALSE,FALSE
6830,TRUE,FALSE,FALSE
6840,TRUE,FALSE,FALSE
6850,TRUE,FALSE,FALSE
6860,TRUE,FALSE,FALSE
6870,TRUE,FALSE,FALSE
6880,TRUE,FALSE,FALSE
6900,TRUE,FALSE,FALSE
6910,TRUE,FALSE,FALSE
6920,TRUE,FALSE,FALSE
6980,TRUE,FALSE,FALSE
7000,TRUE,FALSE,FALSE
7010,TRUE,FALSE,FALSE
7020,TRUE,FALSE,FALSE
7110,TRUE,FALSE,FALSE
7200,TRUE,FALSE,FALSE
7210,TRUE,FALSE,FALSE
7220,TRUE,FALSE,FALSE
7260,TRUE,FALSE,FALSE
7340,TRUE,FALSE,FALSE
7510,TRUE,TRUE,TRUE
7520,TRUE,TRUE,FALSE
7530,TRUE,TRUE,FALSE
7600,TRUE,TRUE,FALSE
7610,TRUE,FALSE,FALSE
7620,TRUE,FALSE,FALSE
7650,TRUE,FALSE,FALSE
7660,TRUE,FALSE,FALSE
7670,TRUE,FALSE,FALSE
7730,TRUE,FALSE,FALSE
7760,TRUE,FALSE,FALSE
7770,TRUE,FALSE,FALSE
7800,TRUE,FALSE,FALSE
7830,TRUE,FALSE,FALSE
7840,TRUE,FALSE,FALSE
7860,TRUE,FALSE,FALSE
7940,TRUE,TRUE,FALSE
8000,TRUE,FALSE,FALSE
8080,TRUE,FALSE,FALSE
8100,TRUE,FALSE,FALSE
8140,TRUE,FALSE,FALSE
8170,TRUE,FALSE,FALSE
8190,TRUE,FALSE,FALSE
8200,TRUE,FALSE,FALSE
8220,TRUE,FALSE,FALSE
8230,TRUE,FALSE,FALSE
8240,TRUE,FALSE,FALSE
8250,TRUE,FALSE,FALSE
8260,TRUE,TRUE,FALSE
8270,TRUE,TRUE,FALSE
8280,TRUE,TRUE,FALSE
8300,TRUE,TRUE,FALSE
8310,TRUE,FALSE,FALSE
8320,TRUE,FALSE,FALSE
8330,TRUE,FALSE,FALSE
8340,TRUE,FALSE,FALSE
8400,TRUE,FALSE,FALSE
8500,TRUE,TRUE,FALSE
8600,TRUE,FALSE,FALSE
8640,TRUE,FALSE,FALSE
8780,TRUE,FALSE,FALSE
8790,TRUE,FALSE,FALSE
8800,TRUE,TRUE,FALSE
8850,TRUE,FALSE,FALSE
8870,TRUE,TRUE,TRUE
8880,TRUE,FALSE,FALSE
8890,TRUE,FALSE,FALSE
8930,TRUE,TRUE,TRUE
8970,TRUE,FALSE,FALSE
8980,TRUE,FALSE,FALSE
9000,TRUE,FALSE,FALSE
9010,TRUE,FALSE,FALSE
9030,TRUE,FALSE,FALSE
9040,TRUE,FALSE,FALSE
9050,TRUE,FALSE,FALSE
9060,TRUE,FALSE,FALSE
9160,TRUE,FALSE,FALSE
9180,TRUE,FALSE,FALSE
9200,TRUE,FALSE,FALSE
9219,TRUE,FALSE,FALSE
9310,TRUE,FALSE,FALSE
9340,TRUE,FALSE,FALSE
9350,TRUE,FALSE,FALSE
9420,TRUE,FALSE,FALSE
9450,TRUE,FALSE,FALSE
9460,TRUE,FALSE,FALSE
9480,TRUE,FALSE,TRUE
9500,TRUE,TRUE,FALSE
9710,TRUE,FALSE,FALSE
9730,TRUE,FALSE,FALSE
9760,TRUE,FALSE,FALSE
9800,TRUE,FALSE,FALSE
9850,TRUE,FALSE,FALSE
9880,TRUE,FALSE,FALSE
9900,TRUE,FALSE,FALSE
9940,TRUE,FALSE,FALSE
9960,TRUE,FALSE,FALSE
9970,TRUE,FALSE,FALSE
9980,TRUE,FALSE,FALSE
10090,TRUE,FALSE,FALSE
10100,TRUE,FALSE,FALSE
10110,TRUE,FALSE,FALSE
10120,TRUE,FALSE,FALSE
10130,TRUE,FALSE,FALSE
10140,TRUE,FALSE,FALSE
10150,TRUE,FALSE,FALSE
10180,TRUE,TRUE,FALSE
10190,TRUE,TRUE,FALSE
10220,TRUE,FALSE,FALSE
10230,TRUE,FALSE,FALSE
10240,TRUE,FALSE,FALSE
10250,TRUE,FALSE,FALSE
10260,TRUE,FALSE,FALSE
10270,TRUE,FALSE,FALSE
10460,TRUE,FALSE,FALSE
10500,TRUE,TRUE,TRUE
10520,TRUE,FALSE,FALSE
10680,TRUE,FALSE,FALSE
11020,TRUE,FALSE,FALSE
11040,TRUE,FALSE,FALSE
11050,TRUE,FALSE,FALSE
11130,TRUE,FALSE,FALSE
11140,TRUE,FALSE,FALSE
11150,TRUE,FALSE,FALSE
11190,TRUE,FALSE,FALSE
11200,TRUE,TRUE,FALSE
11230,TRUE,FALSE,FALSE
11240,TRUE,FALSE,FALSE
11250,TRUE,FALSE,FALSE
11260,TRUE,FALSE,FALSE
11280,TRUE,TRUE,FALSE
11330,TRUE,FALSE,FALSE
11340,TRUE,FALSE,FALSE
11360,TRUE,TRUE,FALSE
11370,TRUE,FALSE,FALSE
11390,TRUE,FALSE,FALSE
11450,TRUE,FALSE,FALSE
11480,TRUE,FALSE,FALSE
11550,TRUE,FALSE,FALSE
11560,TRUE,FALSE,FALSE
11590,TRUE,FALSE,FALSE
11610,TRUE,FALSE,FALSE
11920,TRUE,FALSE,FALSE
12100,TRUE,FALSE,FALSE
12110,TRUE,FALSE,FALSE
12120,TRUE,FALSE,FALSE
12130,TRUE,FALSE,FALSE
12140,TRUE,FALSE,FALSE
12150,TRUE,FALSE,FALSE
12160,TRUE,FALSE,FALSE
12170,TRUE,FALSE,FALSE
12180,TRUE,FALSE,FALSE
12200,TRUE,FALSE,FALSE
12210,TRUE,FALSE,FALSE
12220,TRUE,FALSE,FALSE
12310,TRUE,FALSE,FALSE
12320,TRUE,FALSE,FALSE
12330,TRUE,FALSE,FALSE
12340,TRUE,FALSE,FALSE
12360,TRUE,FALSE,FALSE
12370,TRUE,FALSE,FALSE
12380,TRUE,FALSE,FALSE
12390,TRUE,FALSE,FALSE
12420,TRUE,FALSE,FALSE
12430,TRUE,FALSE,FALSE
12440,TRUE,FALSE,FALSE
12450,TRUE,FALSE,FALSE
12460,TRUE,FALSE,FALSE
12470,TRUE,FALSE,FALSE
12480,TRUE,FALSE,FALSE
12500,TRUE,FALSE,FALSE
12510,TRUE,FALSE,FALSE
12520,TRUE,FALSE,FALSE
12530,TRUE,FALSE,FALSE
12540,TRUE,FALSE,FALSE
12560,TRUE,FALSE,FALSE
12570,TRUE,FALSE,FALSE
12580,TRUE,FALSE,FALSE
12590,TRUE,FALSE,FALSE
12600,TRUE,FALSE,FALSE
12640,TRUE,FALSE,FALSE
12650,TRUE,FALSE,FALSE
12660,TRUE,FALSE,FALSE
12670,TRUE,FALSE,FALSE
12690,TRUE,FALSE,FALSE
12710,TRUE,FALSE,FALSE
12770,TRUE,FALSE,FALSE
12790,TRUE,FALSE,FALSE
12810,TRUE,FALSE,FALSE
12830,TRUE,FALSE,FALSE
12900,TRUE,FALSE,FALSE
13000,TRUE,FALSE,FALSE
13140,TRUE,FALSE,FALSE
13200,TRUE,FALSE,FALSE
13210,TRUE,FALSE,FALSE
13230,TRUE,FALSE,FALSE
13240,TRUE,FALSE,FALSE
13250,TRUE,FALSE,FALSE
13500,TRUE,FALSE,FALSE
13520,TRUE,FALSE,FALSE
13530,TRUE,FALSE,FALSE
13540,TRUE,FALSE,FALSE
13560,TRUE,FALSE,FALSE
13570,TRUE,FALSE,FALSE
13580,TRUE,FALSE,FALSE
13600,TRUE,FALSE,FALSE
13620,TRUE,FALSE,FALSE
13630,TRUE,FALSE,FALSE
15000,TRUE,FALSE,FALSE
15080,TRUE,FALSE,FALSE
15100,TRUE,FALSE,FALSE
15120,TRUE,FALSE,FALSE
15130,TRUE,FALSE,FALSE
15160,TRUE,FALSE,FALSE
15170,TRUE,FALSE,FALSE
15190,TRUE,FALSE,FALSE
15200,TRUE,FALSE,FALSE
15210,TRUE,FALSE,FALSE
15240,TRUE,FALSE,FALSE
15270,TRUE,FALSE,FALSE
15280,TRUE,FALSE,FALSE
15300,TRUE,FALSE,FALSE
15320,TRUE,FALSE,FALSE
15350,TRUE,FALSE,FALSE
15370,TRUE,FALSE,FALSE
15380,TRUE,FALSE,FALSE
15390,TRUE,FALSE,FALSE
15400,TRUE,TRUE,TRUE
15500,TRUE,FALSE,FALSE
15520,TRUE,FALSE,FALSE
15560,TRUE,FALSE,TRUE
15620,TRUE,TRUE,TRUE
15700,TRUE,FALSE,FALSE
15710,TRUE,FALSE,FALSE
15740,TRUE,FALSE,FALSE
15750,TRUE,FALSE,FALSE
15800,TRUE,FALSE,FALSE
15900,TRUE,FALSE,FALSE
15910,TRUE,FALSE,FALSE
15920,TRUE,FALSE,FALSE
15930,TRUE,FALSE,FALSE
15960,TRUE,FALSE,FALSE
15970,TRUE,TRUE,FALSE
16000,TRUE,FALSE,FALSE
16020,TRUE,FALSE,FALSE
16030,TRUE,FALSE,FALSE
16040,TRUE,FALSE,FALSE
16060,TRUE,FALSE,FALSE
16100,TRUE,FALSE,FALSE
16110,TRUE,FALSE,FALSE
16120,TRUE,FALSE,FALSE
16130,TRUE,FALSE,FALSE
16180,TRUE,FALSE,FALSE
16200,TRUE,FALSE,FALSE
16300,TRUE,FALSE,FALSE
16450,TRUE,FALSE,FALSE
16500,TRUE,FALSE,FALSE
16600,TRUE,FALSE,FALSE
16620,TRUE,TRUE,FALSE
16710,TRUE,FALSE,FALSE
16720,TRUE,TRUE,FALSE
16730,TRUE,FALSE,FALSE
16810,TRUE,TRUE,FALSE
16900,TRUE,FALSE,FALSE
17020,TRUE,FALSE,FALSE
17080,TRUE,FALSE,FALSE
17100,TRUE,FALSE,FALSE
17120,TRUE,FALSE,FALSE
17140,TRUE,FALSE,FALSE
17180,TRUE,FALSE,FALSE
17300,TRUE,FALSE,FALSE
17330,TRUE,FALSE,FALSE
17340,TRUE,FALSE,FALSE
17390,TRUE,FALSE,FALSE
17410,TRUE,FALSE,FALSE
17430,TRUE,FALSE,FALSE
17440,TRUE,FALSE,FALSE
17450,TRUE,FALSE,FALSE
17460,TRUE,FALSE,FALSE
17470,TRUE,FALSE,FALSE
17480,TRUE,FALSE,FALSE
17500,TRUE,FALSE,TRUE
17570,TRUE,FALSE,TRUE
17580,TRUE,FALSE,TRUE
17710,TRUE,TRUE,TRUE
17740,TRUE,FALSE,TRUE
18000,TRUE,FALSE,FALSE
18020,TRUE,FALSE,FALSE
18040,TRUE,TRUE,FALSE
18049,TRUE,TRUE,FALSE
18050,TRUE,TRUE,FALSE
18070,TRUE,TRUE,FALSE
18110,TRUE,FALSE,FALSE
18120,TRUE,TRUE,FALSE
18300,TRUE,TRUE,TRUE
18400,TRUE,FALSE,FALSE
18420,TRUE,FALSE,FALSE
18430,TRUE,FALSE,FALSE
18450,TRUE,FALSE,FALSE
18460,TRUE,FALSE,FALSE
18470,TRUE,FALSE,FALSE
18480,TRUE,FALSE,FALSE
18500,TRUE,FALSE,FALSE
18600,TRUE,FALSE,FALSE
18700,TRUE,TRUE,TRUE
18820,TRUE,FALSE,FALSE
19000,TRUE,FALSE,FALSE
19020,TRUE,FALSE,FALSE
19030,TRUE,FALSE,FALSE
19080,TRUE,FALSE,FALSE
19200,TRUE,FALSE,FALSE
19320,TRUE,FALSE,FALSE
19500,TRUE,FALSE,FALSE
19680,TRUE,FALSE,FALSE
19800,TRUE,FALSE,FALSE
19810,TRUE,FALSE,FALSE
19830,TRUE,FALSE,FALSE
19900,TRUE,FALSE,FALSE
19980,TRUE,FALSE,FALSE
20200,TRUE,FALSE,FALSE
20500,TRUE,FALSE,FALSE
20510,TRUE,FALSE,FALSE
20530,TRUE,FALSE,FALSE
20540,TRUE,FALSE,FALSE
20550,TRUE,FALSE,FALSE
20570,TRUE,TRUE,TRUE
20700,TRUE,FALSE,FALSE
20710,TRUE,FALSE,FALSE
20820,TRUE,TRUE,TRUE
20900,TRUE,TRUE,FALSE
20920,TRUE,TRUE,TRUE
21000,TRUE,FALSE,FALSE
21010,TRUE,FALSE,FALSE
21030,TRUE,FALSE,FALSE
21090,TRUE,FALSE,FALSE
21100,TRUE,FALSE,FALSE
21110,TRUE,FALSE,FALSE
21120,TRUE,FALSE,FALSE
21130,TRUE,FALSE,FALSE
21300,TRUE,FALSE,FALSE
21400,TRUE,FALSE,FALSE
21500,TRUE,FALSE,FALSE
21600,TRUE,FALSE,FALSE
21640,TRUE,FALSE,FALSE
21660,TRUE,FALSE,FALSE
21670,TRUE,FALSE,FALSE
21680,TRUE,FALSE,FALSE
21690,TRUE,FALSE,FALSE
21780,TRUE,FALSE,FALSE
21800,TRUE,FALSE,FALSE
21980,TRUE,FALSE,FALSE
22000,TRUE,TRUE,TRUE
22100,TRUE,FALSE,FALSE
22120,TRUE,TRUE,TRUE
22130,TRUE,FALSE,FALSE
22180,TRUE,TRUE,TRUE
22200,TRUE,FALSE,FALSE
22230,TRUE,FALSE,FALSE
22300,TRUE,FALSE,FALSE
22310,TRUE,FALSE,FALSE
22320,TRUE,FALSE,FALSE
22330,TRUE,FALSE,FALSE
22340,TRUE,FALSE,FALSE
22350,TRUE,FALSE,FALSE
22360,TRUE,FALSE,FALSE
22362,TRUE,FALSE,FALSE
22370,TRUE,FALSE,FALSE
22380,TRUE,FALSE,FALSE
22450,TRUE,FALSE,FALSE
22500,TRUE,FALSE,FALSE
22600,TRUE,TRUE,TRUE
22610,TRUE,FALSE,FALSE
22650,TRUE,FALSE,FALSE
22670,TRUE,FALSE,FALSE
23150,TRUE,FALSE,FALSE
23300,TRUE,FALSE,FALSE
23310,TRUE,FALSE,FALSE
23380,TRUE,FALSE,FALSE
23400,TRUE,FALSE,FALSE
23420,TRUE,FALSE,FALSE
23450,TRUE,FALSE,FALSE
23455,TRUE,FALSE,FALSE
23460,TRUE,FALSE,FALSE
23490,TRUE,FALSE,FALSE
23500,TRUE,FALSE,FALSE
23530,TRUE,FALSE,FALSE
23600,TRUE,TRUE,TRUE
23700,TRUE,FALSE,FALSE
24010,TRUE,FALSE,FALSE
24043,TRUE,FALSE,FALSE
24049,TRUE,FALSE,FALSE
24058,TRUE,FALSE,FALSE
24085,TRUE,FALSE,FALSE
24200,TRUE,FALSE,FALSE
24240,TRUE,FALSE,FALSE
24400,TRUE,FALSE,FALSE
24410,TRUE,FALSE,FALSE
24420,TRUE,FALSE,TRUE
24460,TRUE,FALSE,FALSE
24480,TRUE,FALSE,FALSE
24640,TRUE,FALSE,FALSE
24650,TRUE,FALSE,FALSE
24670,TRUE,FALSE,FALSE
24720,TRUE,FALSE,FALSE
24740,TRUE,FALSE,FALSE
24780,TRUE,TRUE,FALSE
24790,TRUE,FALSE,FALSE
24800,TRUE,FALSE,FALSE
24810,TRUE,FALSE,FALSE
24840,TRUE,FALSE,FALSE
24870,TRUE,FALSE,FALSE
24880,TRUE,FALSE,FALSE
24960,TRUE,FALSE,FALSE
24980,TRUE,FALSE,FALSE
25000,TRUE,TRUE,TRUE
25010,TRUE,TRUE,TRUE
25500,TRUE,FALSE,FALSE
25600,TRUE,TRUE,TRUE
25620,TRUE,TRUE,TRUE
25700,TRUE,TRUE,FALSE
25800,TRUE,TRUE,FALSE
25808,TRUE,FALSE,FALSE
25830,TRUE,FALSE,FALSE
25850,TRUE,FALSE,FALSE
25860,TRUE,FALSE,FALSE
25890,TRUE,TRUE,FALSE
25900,TRUE,TRUE,FALSE
25910,TRUE,FALSE,FALSE
25930,TRUE,FALSE,FALSE
25980,TRUE,FALSE,FALSE
25990,TRUE,FALSE,FALSE
26000,TRUE,FALSE,FALSE
26300,TRUE,FALSE,FALSE
26500,TRUE,TRUE,TRUE
26800,TRUE,TRUE,TRUE
26900,TRUE,TRUE,FALSE
27000,TRUE,TRUE,FALSE
27020,TRUE,TRUE,TRUE
27050,TRUE,TRUE,FALSE
27200,TRUE,FALSE,FALSE
27330,TRUE,FALSE,FALSE
27400,TRUE,TRUE,FALSE
27600,TRUE,FALSE,FALSE
27800,TRUE,FALSE,FALSE
27810,TRUE,FALSE,FALSE
27900,TRUE,FALSE,FALSE
27920,TRUE,FALSE,FALSE
27940,TRUE,FALSE,FALSE
28000,TRUE,FALSE,FALSE
29120,TRUE,FALSE,FALSE
29130,TRUE,FALSE,FALSE
29160,TRUE,TRUE,TRUE
29180,TRUE,TRUE,TRUE
29540,TRUE,FALSE,FALSE
29560,TRUE,FALSE,FALSE
29570,TRUE,FALSE,FALSE
29580,TRUE,FALSE,FALSE
29700,TRUE,FALSE,FALSE
29800,TRUE,TRUE,FALSE
29900,TRUE,FALSE,FALSE
31100,TRUE,FALSE,FALSE
31109,TRUE,FALSE,FALSE
31160,TRUE,FALSE,FALSE
31170,TRUE,FALSE,FALSE
31180,TRUE,FALSE,FALSE
31190,TRUE,FALSE,FALSE
31200,TRUE,FALSE,FALSE
31210,TRUE,FALSE,FALSE
31270,TRUE,TRUE,FALSE
31280,TRUE,TRUE,FALSE
31290,TRUE,TRUE,FALSE
31300,TRUE,FALSE,FALSE
31700,TRUE,FALSE,FALSE
31800,TRUE,FALSE,FALSE
31810,TRUE,FALSE,FALSE
31820,TRUE,FALSE,FALSE
31830,TRUE,FALSE,FALSE
31840,TRUE,FALSE,FALSE
31850,TRUE,FALSE,FALSE
31860,TRUE,FALSE,FALSE
31870,TRUE,FALSE,FALSE
31880,TRUE,FALSE,FALSE
31890,TRUE,FALSE,FALSE
31900,TRUE,FALSE,FALSE
31910,TRUE,FALSE,FALSE
31920,TRUE,FALSE,FALSE
31930,TRUE,FALSE,FALSE
31980,TRUE,FALSE,FALSE
32000,TRUE,FALSE,FALSE
32110,TRUE,TRUE,FALSE
32120,TRUE,FALSE,FALSE
32140,TRUE,FALSE,FALSE
32150,TRUE,FALSE,FALSE
32160,TRUE,FALSE,FALSE
32200,TRUE,FALSE,FALSE
32310,TRUE,TRUE,FALSE
32330,TRUE,FALSE,FALSE
32340,TRUE,TRUE,FALSE
32350,TRUE,FALSE,FALSE
32360,TRUE,FALSE,FALSE
32370,TRUE,TRUE,FALSE
32380,TRUE,FALSE,FALSE
32390,TRUE,FALSE,FALSE
32400,TRUE,TRUE,FALSE
32410,TRUE,FALSE,FALSE
32420,TRUE,FALSE,FALSE
32430,TRUE,TRUE,FALSE
32440,TRUE,FALSE,FALSE
32450,TRUE,FALSE,FALSE
32460,TRUE,FALSE,FALSE
32470,TRUE,FALSE,FALSE
32500,TRUE,FALSE,FALSE
32510,TRUE,FALSE,FALSE
32610,TRUE,FALSE,FALSE
32620,TRUE,FALSE,FALSE
32630,TRUE,FALSE,FALSE
32640,TRUE,FALSE,FALSE
32650,TRUE,FALSE,FALSE
32660,TRUE,FALSE,FALSE
32670,TRUE,FALSE,FALSE
32680,TRUE,FALSE,FALSE
32710,TRUE,FALSE,FALSE
32720,TRUE,FALSE,FALSE
32730,TRUE,FALSE,FALSE
32740,TRUE,FALSE,FALSE
32750,TRUE,FALSE,FALSE
32760,TRUE,FALSE,FALSE
32770,TRUE,FALSE,FALSE
32900,TRUE,FALSE,FALSE
33100,TRUE,FALSE,FALSE
33110,TRUE,FALSE,FALSE
33120,TRUE,FALSE,FALSE
33130,TRUE,FALSE,FALSE
33180,TRUE,FALSE,FALSE
33220,TRUE,FALSE,FALSE
33229,TRUE,FALSE,FALSE
33230,TRUE,FALSE,FALSE
33320,TRUE,FALSE,FALSE
33390,TRUE,FALSE,FALSE
33460,TRUE,FALSE,FALSE
33520,TRUE,FALSE,FALSE
33530,TRUE,FALSE,FALSE
33550,TRUE,FALSE,FALSE
33570,TRUE,FALSE,FALSE
33600,TRUE,TRUE,TRUE
33610,TRUE,FALSE,FALSE
33620,TRUE,FALSE,FALSE
33650,TRUE,FALSE,FALSE
33660,TRUE,FALSE,FALSE
33670,TRUE,FALSE,FALSE
33680,TRUE,TRUE,TRUE
33700,TRUE,FALSE,FALSE
33710,TRUE,FALSE,FALSE
33720,TRUE,FALSE,FALSE
33730,TRUE,FALSE,FALSE
33760,TRUE,FALSE,FALSE
33770,TRUE,FALSE,FALSE
33790,TRUE,TRUE,FALSE
33930,TRUE,FALSE,FALSE
33950,TRUE,FALSE,FALSE
33980,TRUE,FALSE,FALSE
33990,TRUE,FALSE,FALSE
34010,TRUE,FALSE,FALSE
34019,TRUE,FALSE,FALSE
34030,TRUE,TRUE,FALSE
34190,TRUE,FALSE,FALSE
34270,TRUE,TRUE,TRUE
34272,TRUE,TRUE,TRUE
34273,TRUE,TRUE,TRUE
34274,TRUE,TRUE,TRUE
34275,TRUE,TRUE,TRUE
34276,TRUE,TRUE,TRUE
34277,TRUE,TRUE,TRUE
34278,TRUE,TRUE,TRUE
34279,TRUE,TRUE,TRUE
34280,TRUE,TRUE,TRUE
34281,TRUE,TRUE,TRUE
34282,TRUE,TRUE,TRUE
34283,TRUE,TRUE,TRUE
